"ItemCode","AlternateItemCode","StyleCode","ProductType","Description","SubDescription","Measure","TillDescription","SuspendDate","DepartmentCode","SectionCode","SubSectionCode","ModelCode","SupplierCode","SupplierReference","LeadTime","DirectDelivery","PrimaryBarcode","VATCode","SellingPrice","RRP","SalesDiscountAllowed","PackSize","PackCostCurrency","LastUnitCost","DefaultSalePrice","CarriageCost","NormalPrice","OriginalSellingPrice","SeasonCode","BrandCode","RangeCode","StockGroupCode","ConcessionCode","PosGroupCode","StockCategoryCode1","StockCategoryCode2","AttributeGroup 1","AttributeCode 1","RangeCode1","RangeDetail1","RangeCode2","RangeDetail2","RangeCode3","RangeDetail3","Specification 1","Specification 2","Specification 3","Specification 4","Specification 5","Specification 6","Specification 7","Specification 8","Specification 9","Specification 10"
1000520001,"1000520001","100052","UNIT","SS22 S1651 SPIRIT SMALL ZIP TOP SHOULDER","Navy/O/S","QUANTITY","SS22 S1651 Spirit Small Zip To Navy/O/S",,"1","2","121",,"80922","2270210",30,"N","5060353180021",1,29.99,,"Y",1.00,10.9500,10.9500,29.99,0.00,29.99,0.00,"122","NOV",,,,1,,,,,"COLOUR","Navy","SIZE ","O/S",,,,,,,,,,,,
1000990001,"1000990001","100099","UNIT","SS22 MKN0431SN52 BARBOUR PIMA COTTON V-NECK","BROWN/XXL","QUANTITY","SS22 MKN0431SN52 BROWN\2XL",,"8","523","701",,"80986","2278858",30,"N","885798627116",1,59.95,,"Y",1.00,24.0000,24.0000,59.95,0.00,59.95,0.00,"122","BUR",,,,1,,,,,"COLOUR","BROWN","SIZE ","XXL",,,,,,,,,,,,
1001580001,"1001580001","100158","UNIT","SS22 216245 NEAT FEET CHARACTER SOCKS","Multi/0-6M","QUANTITY","SS22 216245 Neat Feet Socks Multi/0-6M",,"9","800","811",,"81032","2284941",30,"N","5059477691087",1,6.95,,"Y",1.00,3.5000,3.5000,6.95,0.00,6.95,0.00,"122","JOU",,,,1,,,,,"COLOUR","Multi","SIZE ","0-6M",,,,,,,,,,,,
1001660006,"1001660006","100166","UNIT","SS22 HARBOUR 212831 JERSEY TOP","Navy/10","QUANTITY","SS22 Harbour 212831 Jersey Top Navy/10",,"6","125","2",,"81032","2225388",30,"N","5059477051256",1,29.95,,"Y",1.00,12.5000,12.5000,29.95,0.00,29.95,0.00,"122","JOU",,,,1,,,,,"COLOUR","Navy","SIZE ","10",,,,,,,,,,,,
1001660007,"1001660007","100166","UNIT","SS22 HARBOUR 212831 JERSEY TOP","Navy/12","QUANTITY","SS22 Harbour 212831 Jersey Top Navy/12",,"6","125","2",,"81032","2225395",30,"N","5059477051263",1,29.95,,"Y",1.00,12.5000,12.5000,29.95,0.00,29.95,0.00,"122","JOU",,,,1,,,,,"COLOUR","Navy","SIZE ","12",,,,,,,,,,,,
1001660008,"1001660008","100166","UNIT","SS22 HARBOUR 212831 JERSEY TOP","Navy/14","QUANTITY","SS22 Harbour 212831 Jersey Top Navy/14",,"6","125","2",,"81032","2225401",30,"N","5059477051270",1,29.95,,"Y",1.00,12.5000,12.5000,29.95,0.00,29.95,0.00,"122","JOU",,,,1,,,,,"COLOUR","Navy","SIZE ","14",,,,,,,,,,,,
1001660009,"1001660009","100166","UNIT","SS22 HARBOUR 212831 JERSEY TOP","Navy/16","QUANTITY","SS22 Harbour 212831 Jersey Top Navy/16",,"6","125","2",,"81032","2225418",30,"N","5059477051287",1,29.95,,"Y",1.00,12.5000,12.5000,29.95,0.00,29.95,0.00,"122","JOU",,,,1,,,,,"COLOUR","Navy","SIZE ","16",,,,,,,,,,,,
1001660010,"1001660010","100166","UNIT","SS22 HARBOUR 212831 JERSEY TOP","Navy/18","QUANTITY","SS22 Harbour 212831 Jersey Top Navy/18",,"6","125","2",,"81032","2225425",30,"N","5059477051294",1,29.95,,"Y",1.00,12.5000,12.5000,29.95,0.00,29.95,0.00,"122","JOU",,,,1,,,,,"COLOUR","Navy","SIZE ","18",,,,,,,,,,,,
1005040001,"1005040001","100504","UNIT","SS22 435473 MILD HOODED SWEAT","BLUE/14","QUANTITY","SS22 435473 Mild Hooded Sweat BLUE/14",,"6","132","2",,"81273","2263212",30,"N","5059514316409",1,49.00,,"Y",1.00,22.9200,22.9200,49.00,0.00,49.00,0.00,"122","WTS",,,,1,,,,,"COLOUR","BLUE","SIZE ","14",,,,,,,,,,,,
1005120001,"1005120001","100512","UNIT","SS22 12201406","Grey/M","QUANTITY","SS22 12201406 Jjbrat Sweat Grey/M",,"8","526","701",,"81286","2272924",30,"N","5715212547988",1,22.00,,"Y",1.00,8.1400,8.1400,22.00,0.00,22.00,0.00,"122",,,,,1,,,,,"COLOUR","Grey","SIZE ","M",,,,,,,,,,,,
1005120002,"1005120002","100512","UNIT","SS22 12201406","Grey/XL","QUANTITY","SS22 12201406 Jjbrat Sweat Grey/XL",,"8","526","701",,"81286","2272948",30,"N","5715212547995",1,22.00,,"Y",1.00,8.1400,8.1400,22.00,0.00,22.00,0.00,"122",,,,,1,,,,,"COLOUR","Grey","SIZE ","XL",,,,,,,,,,,,
1005120003,"1005120003","100512","UNIT","SS22 12201406","Black/M","QUANTITY","SS22 12201406 Jjbrat Sweat Black/M",,"8","526","701",,"81286","2272962",30,"N","5715212547926",1,22.00,,"Y",1.00,8.1400,8.1400,22.00,0.00,22.00,0.00,"122",,,,,1,,,,,"COLOUR","Black","SIZE ","M",,,,,,,,,,,,
1005120004,"1005120004","100512","UNIT","SS22 12201406","Navy/S","QUANTITY","SS22 12201406 Jjbrat Sweat Navy/S",,"8","526","701",,"81286","2273280",30,"N","5715212547940",1,22.00,,"Y",1.00,8.1400,8.1400,22.00,0.00,22.00,0.00,"122",,,,,1,,,,,"COLOUR","Navy","SIZE ","S",,,,,,,,,,,,
1005120005,"1005120005","100512","UNIT","SS22 12201406","Navy/L","QUANTITY","SS22 12201406 Jjbrat Sweat Navy/L",,"8","526","701",,"81286","2273303",30,"N","5715113338692",1,22.00,,"Y",1.00,8.1400,8.1400,22.00,0.00,22.00,0.00,"122",,,,,1,,,,,"COLOUR","Navy","SIZE ","L",,,,,,,,,,,,
1005120006,"1005120006","100512","UNIT","SS22 12201406","Grey/M","QUANTITY","SS22 12201406 GREY\M",,"8","526","701",,"81286","2272559",30,"N","2272559",1,22.00,,"Y",1.00,8.1400,8.1400,22.00,0.00,22.00,0.00,"122",,,,,1,,,,,"COLOUR","Grey","SIZE ","M",,,,,,,,,,,,
1005120007,"1005120007","100512","UNIT","SS22 12201406","Grey/XL","QUANTITY","SS22 12201406 GREY\XL",,"8","526","701",,"81286","2272573",30,"N","2272573",1,22.00,,"Y",1.00,8.1400,8.1400,22.00,0.00,22.00,0.00,"122",,,,,1,,,,,"COLOUR","Grey","SIZE ","XL",,,,,,,,,,,,
1005120008,"1005120008","100512","UNIT","SS22 12201406","Navy/S","QUANTITY","SS22 12201406 NAVY\S",,"8","526","701",,"81286","2272580",30,"N","2272580",1,22.00,,"Y",1.00,8.1400,8.1400,22.00,0.00,22.00,0.00,"122",,,,,1,,,,,"COLOUR","Navy","SIZE ","S",,,,,,,,,,,,
1005120009,"1005120009","100512","UNIT","SS22 12201406","Navy/L","QUANTITY","SS22 12201406 NAVY\L",,"8","526","701",,"81286","2272603",30,"N","2272603",1,22.00,,"Y",1.00,8.1400,8.1400,22.00,0.00,22.00,0.00,"122",,,,,1,,,,,"COLOUR","Navy","SIZE ","L",,,,,,,,,,,,
1005120010,"1005120010","100512","UNIT","SS22 12201406","Black/M","QUANTITY","SS22 12201406 BLACK\M",,"8","526","701",,"81286","2272634",30,"N","2272634",1,22.00,,"Y",1.00,8.1400,8.1400,22.00,0.00,22.00,0.00,"122",,,,,1,,,,,"COLOUR","Black","SIZE ","M",,,,,,,,,,,,
1006010001,"1006010001","100601","UNIT","SS22 M7010661A VINTAGE LOGO EMB JOGGER","Grey/S","QUANTITY","SS22 M7010661A Vintage Logo Em Grey/S",,"8","524","703",,"81326","2284439",30,"N","5057847490391",1,39.99,,"Y",1.00,20.8300,20.8300,49.99,0.00,49.99,0.00,"122","SUD",,,,1,,,,,"COLOUR","Grey","SIZE ","S",,,,,,,,,,,,
1006010002,"1006010002","100601","UNIT","SS22 M7010661A VINTAGE LOGO EMB JOGGER","Grey/M","QUANTITY","SS22 M7010661A Vintage Logo Em Grey/M",,"8","524","703",,"81326","2284446",30,"N","5057847490407",1,39.99,,"Y",1.00,20.8300,20.8300,49.99,0.00,49.99,0.00,"122","SUD",,,,1,,,,,"COLOUR","Grey","SIZE ","M",,,,,,,,,,,,
1006010003,"1006010003","100601","UNIT","SS22 M7010661A VINTAGE LOGO EMB JOGGER","Grey/L","QUANTITY","SS22 M7010661A Vintage Logo Em Grey/L",,"8","524","703",,"81326","2284453",30,"N","5057847490414",1,39.99,,"Y",1.00,20.8300,20.8300,49.99,0.00,49.99,0.00,"122","SUD",,,,1,,,,,"COLOUR","Grey","SIZE ","L",,,,,,,,,,,,
1006010004,"1006010004","100601","UNIT","SS22 M7010661A VINTAGE LOGO EMB JOGGER","Grey/XL","QUANTITY","SS22 M7010661A Vintage Logo Em Grey/XL",,"8","524","703",,"81326","2284460",30,"N","5057847490421",1,39.99,,"Y",1.00,20.8300,20.8300,49.99,0.00,49.99,0.00,"122","SUD",,,,1,,,,,"COLOUR","Grey","SIZE ","XL",,,,,,,,,,,,
1006010005,"1006010005","100601","UNIT","SS22 M7010661A VINTAGE LOGO EMB JOGGER","Grey/XXL","QUANTITY","SS22 M7010661A Vintage Logo Em Grey/XXL",,"8","524","703",,"81326","2284477",30,"N","5057847490438",1,39.99,,"Y",1.00,20.8300,20.8300,49.99,0.00,49.99,0.00,"122","SUD",,,,1,,,,,"COLOUR","Grey","SIZE ","XXL",,,,,,,,,,,,
1018610001,"1018610001","101861","UNIT","SS21 11003669 LONG SLEEVE PULLOVER","GREEN/10","QUANTITY","SS21 11003669 Long Sleeve Pull GREEN/10",,"6","103","2",,"81247","2228822",30,"N","4060871605687",1,59.00,,"Y",1.00,34.2300,34.2300,89.00,0.00,89.00,0.00,"122","OLE",,,,1,,,,,"COLOUR","GREEN","SIZE ","10",,,,,,,,,,,,
1018610002,"1018610002","101861","UNIT","SS21 11003669 LONG SLEEVE PULLOVER","GREEN/12","QUANTITY","SS21 11003669 Long Sleeve Pull GREEN/12",,"6","103","2",,"81247","2228839",30,"N","4060871605694",1,59.00,,"Y",1.00,34.2300,34.2300,89.00,0.00,89.00,0.00,"122","OLE",,,,1,,,,,"COLOUR","GREEN","SIZE ","12",,,,,,,,,,,,
1018610003,"1018610003","101861","UNIT","SS21 11003669 LONG SLEEVE PULLOVER","GREEN/14","QUANTITY","SS21 11003669 Long Sleeve Pull GREEN/14",,"6","103","2",,"81247","2228846",30,"N","4060871605700",1,59.00,,"Y",1.00,34.2300,34.2300,89.00,0.00,89.00,0.00,"122","OLE",,,,1,,,,,"COLOUR","GREEN","SIZE ","14",,,,,,,,,,,,
1018610004,"1018610004","101861","UNIT","SS21 11003669 LONG SLEEVE PULLOVER","GREEN/16","QUANTITY","SS21 11003669 Long Sleeve Pull GREEN/16",,"6","103","2",,"81247","2228853",30,"N","4060871605717",1,59.00,,"Y",1.00,34.2300,34.2300,89.00,0.00,89.00,0.00,"122","OLE",,,,1,,,,,"COLOUR","GREEN","SIZE ","16",,,,,,,,,,,,
1018610005,"1018610005","101861","UNIT","SS21 11003669 LONG SLEEVE PULLOVER","GREEN/18","QUANTITY","SS21 11003669 Long Sleeve Pull GREEN/18",,"6","103","2",,"81247","2228860",30,"N","4060871605724",1,59.00,,"Y",1.00,34.2300,34.2300,89.00,0.00,89.00,0.00,"122","OLE",,,,1,,,,,"COLOUR","GREEN","SIZE ","18",,,,,,,,,,,,
1019250001,"1019250001","101925","UNIT","SS22 18517 TRINITY COTTON T-SHIRT","Coral/10","QUANTITY","SS21 18517 Trinity Cotton T-Sh Coral/10",,"6","128","2",,"81239","2119762",30,"N","5057636523439",1,20.00,,"Y",1.00,7.9100,7.9100,20.00,0.00,20.00,0.00,"122","WFL",,,,1,,,,,"COLOUR","Coral","SIZE ","10",,,,,,,,,,,,
1019250002,"1019250002","101925","UNIT","SS22 18517 TRINITY COTTON T-SHIRT","Coral/12","QUANTITY","SS21 18517 Trinity Cotton T-Sh Coral/12",,"6","128","2",,"81239","2119779",30,"N","5057636523392",1,20.00,,"Y",1.00,7.9100,7.9100,20.00,0.00,20.00,0.00,"122","WFL",,,,1,,,,,"COLOUR","Coral","SIZE ","12",,,,,,,,,,,,
1019250003,"1019250003","101925","UNIT","SS22 18517 TRINITY COTTON T-SHIRT","Coral/14","QUANTITY","SS21 18517 Trinity Cotton T-Sh Coral/14",,"6","128","2",,"81239","2119786",30,"N","5057636523422",1,20.00,,"Y",1.00,7.9100,7.9100,20.00,0.00,20.00,0.00,"122","WFL",,,,1,,,,,"COLOUR","Coral","SIZE ","14",,,,,,,,,,,,
1019250005,"1019250005","101925","UNIT","SS22 18517 TRINITY COTTON T-SHIRT","Coral/18","QUANTITY","SS21 18517 Trinity Cotton T-Sh Coral/18",,"6","128","2",,"81239","2119809",30,"N","5057636523200",1,20.00,,"Y",1.00,7.9100,7.9100,20.00,0.00,20.00,0.00,"122","WFL",,,,1,,,,,"COLOUR","Coral","SIZE ","18",,,,,,,,,,,,
1022730001,"1022730001","102273","UNIT","SS22 10183948 30"" VMSEVEN SHAPE UP JEANS NOOS","Navy/S","QUANTITY","SS22 10183948 30"" Shapeupjeans Navy/S",,"6","139","6",,"81307","2211138",30,"N","5713615162982",1,32.00,,"Y",1.00,10.6600,10.6600,32.00,0.00,32.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","Navy","SIZE ","S",,,,,,,,,,,,
1022730002,"1022730002","102273","UNIT","SS22 10183948 30"" VMSEVEN SHAPE UP JEANS NOOS","Navy/M","QUANTITY","SS22 10183948 30"" Shapeupjeans Navy/M",,"6","139","6",,"81307","2211145",30,"N","5713615162999",1,22.00,,"Y",1.00,10.6600,10.6600,32.00,0.00,32.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","Navy","SIZE ","M",,,,,,,,,,,,
1022730003,"1022730003","102273","UNIT","SS22 10183948 30"" VMSEVEN SHAPE UP JEANS NOOS","Navy/L","QUANTITY","SS22 10183948 30"" Shapeupjeans Navy/L",,"6","139","6",,"81307","2211152",30,"N","5713615163002",1,22.00,,"Y",1.00,10.6600,10.6600,32.00,0.00,32.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","Navy","SIZE ","L",,,,,,,,,,,,
1022730004,"1022730004","102273","UNIT","SS22 10183948 30"" VMSEVEN SHAPE UP JEANS NOOS","Navy/XL","QUANTITY","SS22 10183948 30"" Shapeupjeans Navy/XL",,"6","139","6",,"81307","2211169",30,"N","5713615163019",1,22.00,,"Y",1.00,10.6600,10.6600,32.00,0.00,32.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","Navy","SIZE ","XL",,,,,,,,,,,,
1022740001,"1022740001","102274","UNIT","SS22 10183948 32"" VMSEVEN SHAPE UP JEANS NOOS","Navy/S","QUANTITY","SS22 10183948 32"" Shapeupjeans Navy/S",,"6","139","6",,"81307","2211176",30,"N","5713615163057",1,22.00,,"Y",1.00,10.6600,10.6600,32.00,0.00,32.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","Navy","SIZE ","S",,,,,,,,,,,,
1022740002,"1022740002","102274","UNIT","SS22 10183948 32"" VMSEVEN SHAPE UP JEANS NOOS","Navy/M","QUANTITY","SS22 10183948 32"" Shapeupjeans Navy/M",,"6","139","6",,"81307","2211183",30,"N","5713615163064",1,22.00,,"Y",1.00,10.6600,10.6600,32.00,0.00,32.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","Navy","SIZE ","M",,,,,,,,,,,,
1022740003,"1022740003","102274","UNIT","SS22 10183948 32"" VMSEVEN SHAPE UP JEANS NOOS","Navy/L","QUANTITY","SS22 10183948 32"" Shapeupjeans Navy/L",,"6","139","6",,"81307","2211190",30,"N","5713615163071",1,22.00,,"Y",1.00,10.6600,10.6600,32.00,0.00,32.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","Navy","SIZE ","L",,,,,,,,,,,,
1022740004,"1022740004","102274","UNIT","SS22 10183948 32"" VMSEVEN SHAPE UP JEANS NOOS","Navy/XL","QUANTITY","SS22 10183948 32"" Shapeupjeans Navy/XL",,"6","139","6",,"81307","2211206",30,"N","5713615163088",1,22.00,,"Y",1.00,10.6600,10.6600,32.00,0.00,32.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","Navy","SIZE ","XL",,,,,,,,,,,,
1022750001,"1022750001","102275","UNIT","SS22 10193085","Black/S","QUANTITY","SS22 10193085 Denim Jacket Black/S",,"6","139","7",,"81307","2210698",30,"N","5713724419250",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","Black","SIZE ","S",,,,,,,,,,,,
1022750002,"1022750002","102275","UNIT","SS22 10193085","Black/M","QUANTITY","SS22 10193085 Denim Jacket Black/M",,"6","139","7",,"81307","2210704",30,"N","5713724419267",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,28.00,"122","VEM",,,,1,,,,,"COLOUR","Black","SIZE ","M",,,,,,,,,,,,
1022750003,"1022750003","102275","UNIT","SS22 10193085","Black/L","QUANTITY","SS22 10193085 Denim Jacket Black/L",,"6","139","7",,"81307","2210711",30,"N","5713728790102",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,28.00,"122","VEM",,,,1,,,,,"COLOUR","Black","SIZE ","L",,,,,,,,,,,,
1022750004,"1022750004","102275","UNIT","SS22 10193085","Black/XL","QUANTITY","SS22 10193085 Denim Jacket Black/XL",,"6","139","7",,"81307","2210728",30,"N","5713728790119",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,28.00,"122","VEM",,,,1,,,,,"COLOUR","Black","SIZE ","XL",,,,,,,,,,,,
1022750005,"1022750005","102275","UNIT","SS22 10193085","White/S","QUANTITY","SS22 10193085 Denim Jacket White/S",,"6","139","7",,"81307","2211794",30,"N","5713730815244",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,28.00,"122","VEM",,,,1,,,,,"COLOUR","White","SIZE ","S",,,,,,,,,,,,
1022750006,"1022750006","102275","UNIT","SS22 10193085","White/M","QUANTITY","SS22 10193085 Denim Jacket White/M",,"6","139","7",,"81307","2211800",30,"N","5713730815251",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,28.00,"122","VEM",,,,1,,,,,"COLOUR","White","SIZE ","M",,,,,,,,,,,,
1022750007,"1022750007","102275","UNIT","SS22 10193085","White/L","QUANTITY","SS22 10193085 Denim Jacket White/L",,"6","139","7",,"81307","2211817",30,"N","5713730815268",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,28.00,"122","VEM",,,,1,,,,,"COLOUR","White","SIZE ","L",,,,,,,,,,,,
1022750008,"1022750008","102275","UNIT","SS22 10193085","White/XL","QUANTITY","SS22 10193085 Denim Jacket White/XL",,"6","139","7",,"81307","2211824",30,"N","5713730815275",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,28.00,"122","VEM",,,,1,,,,,"COLOUR","White","SIZE ","XL",,,,,,,,,,,,
1022750009,"1022750009","102275","UNIT","SS22 10193085","White/XS","QUANTITY","SS22 10193085 Denim Jacket White/XS",,"6","139","7",,"81307","2211855",30,"N","5713730815237",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,28.00,"122","VEM",,,,1,,,,,"COLOUR","White","SIZE ","XS",,,,,,,,,,,,
1022750010,"1022750010","102275","UNIT","SS22 10193085","BLUE/S","QUANTITY","SS22 10193085 Denim Jacket BLUE/S",,"6","139","7",,"81307","2210650",30,"N","2210650",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,28.00,"122","VEM",,,,1,,,,,"COLOUR","BLUE","SIZE ","S",,,,,,,,,,,,
1022750011,"1022750011","102275","UNIT","SS22 10193085","BLUE/L","QUANTITY","SS22 10193085 Denim Jacket BLUE/L",,"6","139","7",,"81307","2210674",30,"N","2210674",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,28.00,"122","VEM",,,,1,,,,,"COLOUR","BLUE","SIZE ","L",,,,,,,,,,,,
1022750012,"1022750012","102275","UNIT","SS22 10193085","BLUE/XL","QUANTITY","SS22 10193085 BLUE\XL",,"6","139","7",,"81307","2210681",30,"N","2210681",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,28.00,"122","VEM",,,,1,,,,,"COLOUR","BLUE","SIZE ","XL",,,,,,,,,,,,
1022750013,"1022750013","102275","UNIT","SS22 10193085","BLUE/M","QUANTITY","SS22 10193085 Denim Jacket BLUE/M",,"6","139","7",,"81307","2210667",30,"N","2210667",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,28.00,"122","VEM",,,,1,,,,,"COLOUR","BLUE","SIZE ","M",,,,,,,,,,,,
1022750014,"1022750014","102275","UNIT","SS22 10193085","Lt Green/S","QUANTITY",,,"6","139","7",,"81307","2210681",30,"N","2110227500141",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","Lt Green","SIZE ","S",,,,,,,,,,,,
1022750015,"1022750015","102275","UNIT","SS22 10193085","Lt Green/M","QUANTITY",,,"6","139","7",,"81307","2210681",30,"N","2110227500158",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","Lt Green","SIZE ","M",,,,,,,,,,,,
1022750016,"1022750016","102275","UNIT","SS22 10193085","Lt Green/L","QUANTITY",,,"6","139","7",,"81307","2210681",30,"N","2110227500165",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","Lt Green","SIZE ","L",,,,,,,,,,,,
1022750017,"1022750017","102275","UNIT","SS22 10193085","Lt Green/XL","QUANTITY",,,"6","139","7",,"81307","2210681",30,"N","2110227500172",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","Lt Green","SIZE ","XL",,,,,,,,,,,,
1022750018,"1022750018","102275","UNIT","SS22 10193085","Navy/10","QUANTITY",,,"6","139","7",,"81307","2210681",30,"N","2110227500189",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","Navy","SIZE ","10",,,,,,,,,,,,
1022750019,"1022750019","102275","UNIT","SS22 10193085","BLFloral/S","QUANTITY",,,"6","139","7",,"81307","2210681",30,"N","2110227500196",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","BLFloral","SIZE ","S",,,,,,,,,,,,
1022750020,"1022750020","102275","UNIT","SS22 10193085","BLFloral/M","QUANTITY",,,"6","139","7",,"81307","2210681",30,"N","2110227500202",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","BLFloral","SIZE ","M",,,,,,,,,,,,
1022750021,"1022750021","102275","UNIT","SS22 10193085","BLFloral/L","QUANTITY",,,"6","139","7",,"81307","2210681",30,"N","2110227500219",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","BLFloral","SIZE ","L",,,,,,,,,,,,
1022750022,"1022750022","102275","UNIT","SS22 10193085","BLFloral/XL","QUANTITY",,,"6","139","7",,"81307","2210681",30,"N","2110227500226",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","BLFloral","SIZE ","XL",,,,,,,,,,,,
1022750023,"1022750023","102275","UNIT","SS22 10193085","BLFloral/10","QUANTITY",,,"6","139","7",,"81307","2210681",30,"N","2110227500233",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","BLFloral","SIZE ","10",,,,,,,,,,,,
1022750024,"1022750024","102275","UNIT","SS22 10193085","Navy/S","QUANTITY",,,"6","139","7",,"81307","2210681",30,"N","2110227500240",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","Navy","SIZE ","S",,,,,,,,,,,,
1022750025,"1022750025","102275","UNIT","SS22 10193085","Navy/M","QUANTITY",,,"6","139","7",,"81307","2210681",30,"N","2110227500257",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","Navy","SIZE ","M",,,,,,,,,,,,
1022750026,"1022750026","102275","UNIT","SS22 10193085","Navy/L","QUANTITY",,,"6","139","7",,"81307","2210681",30,"N","2110227500264",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","Navy","SIZE ","L",,,,,,,,,,,,
1022750027,"1022750027","102275","UNIT","SS22 10193085","Navy/XL","QUANTITY",,,"6","139","7",,"81307","2210681",30,"N","2110227500271",1,28.00,,"Y",1.00,9.3400,9.3400,28.00,0.00,28.00,0.00,"122","VEM",,,,1,,,,,"COLOUR","Navy","SIZE ","XL",,,,,,,,,,,,
1022760001,"1022760001","102276","UNIT","SS22 10201022 VMDOFFY LS O-NECK JUMPER NOOS","BLUE/S","QUANTITY","SS22 10201022 Ls O-Neck Jumper BLUE/S",,"6","139","2",,"81307","2210407",30,"N","5714503211935",1,22.00,,"Y",1.00,7.3300,7.3300,22.00,0.00,22.00,0.00,"122",,,,,1,,,,,"COLOUR","BLUE","SIZE ","S",,,,,,,,,,,,
1022760002,"1022760002","102276","UNIT","SS22 10201022 VMDOFFY LS O-NECK JUMPER NOOS","BLUE/M","QUANTITY","SS22 10201022 Ls O-Neck Jumper BLUE/M",,"6","139","2",,"81307","2210414",30,"N","5714495120253",1,22.00,,"Y",1.00,7.3300,7.3300,22.00,0.00,22.00,0.00,"122",,,,,1,,,,,"COLOUR","BLUE","SIZE ","M",,,,,,,,,,,,
1022760003,"1022760003","102276","UNIT","SS22 10201022 VMDOFFY LS O-NECK JUMPER NOOS","Lilac/S","QUANTITY","SS22 10201022 Ls O-Neck Jumper Lilac/S",,"6","139","2",,"81307","2210445",30,"N","5714928113357",1,22.00,,"Y",1.00,7.3300,7.3300,22.00,0.00,22.00,0.00,"122",,,,,1,,,,,"COLOUR","Lilac","SIZE ","S",,,,,,,,,,,,
1022760004,"1022760004","102276","UNIT","SS22 10201022 VMDOFFY LS O-NECK JUMPER NOOS","Lilac/M","QUANTITY","SS22 10201022 Ls O-Neck Jumper Lilac/M",,"6","139","2",,"81307","2210452",30,"N","5714928110417",1,22.00,,"Y",1.00,7.3300,7.3300,22.00,0.00,22.00,0.00,"122",,,,,1,,,,,"COLOUR","Lilac","SIZE ","M",,,,,,,,,,,,
1022760005,"1022760005","102276","UNIT","SS22 10201022 VMDOFFY LS O-NECK JUMPER NOOS","Lilac/L","QUANTITY","SS22 10201022 Ls O-Neck Jumper Lilac/L",,"6","139","2",,"81307","2210469",30,"N","5714928110424",1,22.00,,"Y",1.00,7.3300,7.3300,22.00,0.00,22.00,0.00,"122",,,,,1,,,,,"COLOUR","Lilac","SIZE ","L",,,,,,,,,,,,
